Year,Deaths
1961,57
1962,55
1963,54
1964,55
1965,57
1966,57
1967,55
1968,54
1969,54
1970,54
1971,53
1972,51
1973,50
1974,47
1975,45
1976,44
1977,45
1978,46
1979,50
1980,53
1981,54
1982,50
1983,53
1984,55
1985,51
1986,52
1987,53
1988,53
1989,54
1990,52
1991,56
1992,54
1993,56
1994,59
1995,60
1996,57
1997,58
1998,60
1999,61
2000,61
2001,62
2002,62
2003,62
2004,61
2005,55
2006,62
2007,61
2008,53
2009,61
2010,61
2011,62
2012,62
2013,65
2014,70
2015,73
2016,72
2017,72
2018,73
2019,73
2020,73
2021,73
1950,1363
1951,1346
1952,1336
1953,1325
1954,1297
1955,1418
1956,1286
1957,1287
1958,1284
1959,1274
1960,1230
1961,1158
1962,1075
1963,989
1964,909
1965,837
1966,779
1967,740
1968,709
1969,688
1970,679
1971,679
1972,694
1973,699
1974,690
1975,688
1976,692
1977,688
1978,700
1979,704
1980,693
1981,696
1982,708
1983,696
1984,693
1985,686
1986,687
1987,675
1988,664
1989,651
1990,670
1991,646
1992,671
1993,694
1994,733
1995,734
1996,789
1997,817
1998,812
1999,805
2000,809
2001,783
2002,777
2003,781
2004,754
2005,740
2006,727
2007,706
2008,704
2009,722
2010,762
2011,787
2012,833
2013,864
2014,845
2015,868
2016,894
2017,910
2018,941
2019,1063
2020,1157
2021,1403
1950,1503
1951,1505
1952,1502
1953,1495
1954,1489
1955,1483
1956,1471
1957,1453
1958,1463
1959,1458
1960,1448
1961,1442
1962,1449
1963,1407
1964,1639
1965,1339
1966,1325
1967,1294
1968,1275
1969,1253
1970,1232
1971,1211
1972,1191
1973,1171
1974,1153
1975,1148
1976,1148
1977,1147
1978,1135
1979,1120
1980,1105
1981,1091
1982,1080
1983,1072
1984,1062
1985,1054
1986,1046
1987,1039
1988,1029
1989,1018
1990,1014
1991,1007
1992,984
1993,979
1994,977
1995,971
1996,968
1997,964
1998,960
1999,956
2000,953
2001,951
2002,949
2003,958
2004,967
2005,986
2006,988
2007,1003
2008,1013
2009,1182
2010,1036
2011,1051
2012,1073
2013,1068
2014,1075
2015,1083
2016,1095
2017,1106
2018,1118
2019,1172
2020,1143
2021,1171
1950,150
1951,150
1952,150
1953,150
1954,150
1955,151
1956,152
1957,153
1958,153
1959,154
1960,154
1961,155
1962,155
1963,148
1964,141
1965,143
1966,142
1967,141
1968,146
1969,151
1970,149
1971,142
1972,144
1973,140
1974,139
1975,144
1976,150
1977,157
1978,160
1979,163
1980,165
1981,162
1982,161
1983,160
1984,161
1985,162
1986,168
1987,172
1988,172
1989,172
1990,176
1991,181
1992,189
1993,196
1994,199
1995,202
1996,217
1997,218
1998,219
1999,225
2000,241
2001,237
2002,236
2003,246
2004,254
2005,253
2006,246
2007,236
2008,252
2009,270
2010,274
2011,282
2012,299
2013,315
2014,303
2015,307
2016,314
2017,325
2018,330
2019,332
2020,438
2021,391
1950,1540
1951,1562
1952,1562
1953,1555
1954,1554
1955,1576
1956,1708
1957,1687
1958,1645
1959,1584
1960,1522
1961,1459
1962,1400
1963,1388
1964,1333
1965,1248
1966,1147
1967,1058
1968,1044
1969,1059
1970,1027
1971,1011
1972,1005
1973,998
1974,1015
1975,1029
1976,1039
1977,1055
1978,1061
1979,1075
1980,1104
1981,1151
1982,1181
1983,1207
1984,1222
1985,1218
1986,1359
1987,1185
1988,1188
1989,1274
1990,1220
1991,1245
1992,1274
1993,1300
1994,1321
1995,1336
1996,1347
1997,1354
1998,1365
1999,1362
2000,1355
2001,1339
2002,1325
2003,1309
2004,1290
2005,1312
2006,1281
2007,1275
2008,1268
2009,1283
2010,1292
2011,1337
2012,1294
2013,1275
2014,1259
2015,1252
2016,1258
2017,1225
2018,1247
2019,1266
2020,1376
2021,1428
1950,76601
1951,79146
1952,80426
1953,81448
1954,82307
1955,83291
1956,84074
1957,84849
1958,85760
1959,86656
1960,87264
1961,88112
1962,88876
1963,90040
1964,91231
1965,92076
1966,93145
1967,93747
1968,93770
1969,93600
1970,93414
1971,92744
1972,92312
1973,91471
1974,90833
1975,90348
1976,89517
1977,87919
1978,86509
1979,85552
1980,83839
1981,82941
1982,81769
1983,80793
1984,80225
1985,79517
1986,78902
1987,78617
1988,77956
1989,77430
1990,77143
1991,77046
1992,76112
1993,76056
1994,75388
1995,75148
1996,75274
1997,75770
1998,75162
1999,75284
2000,75009
2001,73366
2002,72524
2003,72036
2004,70160
2005,69551
2006,70330
2007,71134
2008,71876
2009,73152
2010,73175
2011,72640
2012,74331
2013,76804
2014,79853
2015,83169
2016,86811
2017,89911
2018,92656
2019,94839
2020,106371
2021,103140
1950,70149
1951,71373
1952,72658
1953,73519
1954,74406
1955,75134
1956,75940
1957,76951
1958,78330
1959,79820
1960,81546
1961,83613
1962,86017
1963,88190
1964,90465
1965,92996
1966,95105
1967,97316
1968,99372
1969,101478
1970,103029
1971,104511
1972,105472
1973,105414
1974,105802
1975,105209
1976,104054
1977,102502
1978,100615
1979,98791
1980,97249
1981,96624
1982,96003
1983,95783
1984,94444
1985,93381
1986,90601
1987,88930
1988,86919
1989,86161
1990,86250
1991,87599
1992,89871
1993,92654
1994,95143
1995,97963
1996,101013
1997,103620
1998,106679
1999,108241
2000,108766
2001,107728
2002,106349
2003,103869
2004,101255
2005,98881
2006,96823
2007,94763
2008,93168
2009,91835
2010,90265
2011,88945
2012,89885
2013,88577
2014,88400
2015,87797
2016,86228
2017,86790
2018,86967
2019,86623
2020,91832
2021,99995
1950,81205
1951,81797
1952,72994
1953,72886
1954,68838
1955,70403
1956,65223
1957,63948
1958,58185
1959,58370
1960,58143
1961,58309
1962,58155
1963,58029
1964,59636
1965,60081
1966,59211
1967,62186
1968,62939
1969,64777
1970,64669
1971,64544
1972,64636
1973,65175
1974,65319
1975,66863
1976,68098
1977,69127
1978,71948
1979,74656
1980,75964
1981,78438
1982,81108
1983,85375
1984,87027
1985,86457
1986,87729
1987,88949
1988,88137
1989,88615
1990,87767
1991,87398
1992,86697
1993,87089
1994,86747
1995,85738
1996,89196
1997,90309
1998,93157
1999,99809
2000,99844
2001,95184
2002,98887
2003,100538
2004,102289
2005,104725
2006,101664
2007,102368
2008,102706
2009,104470
2010,104418
2011,103473
2012,102937
2013,100707
2014,102363
2015,104426
2016,102209
2017,105220
2018,104262
2019,104149
2020,120926
2021,138202
1950,1106
1951,1029
1952,979
1953,937
1954,901
1955,910
1956,890
1957,869
1958,854
1959,820
1960,765
1961,756
1962,748
1963,742
1964,788
1965,757
1966,726
1967,709
1968,727
1969,727
1970,723
1971,723
1972,707
1973,686
1974,664
1975,644
1976,618
1977,594
1978,573
1979,569
1980,575
1981,577
1982,574
1983,575
1984,576
1985,577
1986,575
1987,577
1988,567
1989,582
1990,602
1991,614
1992,612
1993,626
1994,645
1995,673
1996,669
1997,676
1998,545
1999,583
2000,599
2001,606
2002,605
2003,599
2004,603
2005,602
2006,604
2007,607
2008,612
2009,616
2010,619
2011,601
2012,629
2013,641
2014,662
2015,684
2016,708
2017,719
2018,732
2019,740
2020,766
2021,955
1950,68402
1951,68637
1952,68372
1953,68159
1954,68348
1955,68584
1956,69038
1957,69477
1958,69824
1959,70119
1960,70505
1961,70988
1962,71422
1963,71879
1964,72193
1965,72497
1966,72757
1967,72859
1968,73248
1969,73611
1970,73631
1971,73829
1972,73941
1973,74174
1974,74449
1975,74619
1976,74780
1977,74968
1978,75358
1979,75652
1980,76303
1981,77078
1982,77975
1983,78907
1984,80222
1985,81915
1986,83849
1987,85191
1988,87207
1989,89265
1990,90918
1991,97471
1992,93924
1993,93316
1994,95450
1995,96242
1996,92648
1997,93262
1998,97001
1999,98875
2000,89931
2001,91311
2002,95171
2003,96252
2004,96575
2005,96015
2006,93801
2007,91190
2008,88600
2009,86298
2010,84203
2011,82494
2012,81047
2013,79187
2014,80108
2015,78359
2016,75264
2017,75858
2018,73193
2019,72960
2020,76540
2021,76745
1950,15503
1951,14773
1952,14031
1953,13331
1954,12306
1955,11294
1956,10833
1957,10554
1958,10453
1959,9970
1960,9606
1961,9279
1962,9064
1963,9143
1964,9265
1965,9302
1966,9529
1967,9684
1968,9990
1969,10180
1970,10550
1971,10740
1972,11053
1973,11100
1974,11077
1975,10958
1976,11101
1977,11298
1978,11572
1979,11959
1980,12318
1981,12637
1982,12870
1983,12938
1984,13077
1985,12927
1986,12909
1987,12945
1988,13700
1989,14048
1990,14572
1991,14735
1992,15187
1993,15772
1994,16565
1995,17416
1996,17345
1997,16958
1998,16469
1999,16489
2000,16392
2001,16956
2002,17482
2003,18000
2004,18057
2005,17710
2006,17938
2007,18534
2008,19225
2009,19809
2010,20528
2011,21086
2012,21561
2013,22020
2014,22809
2015,23533
2016,24353
2017,25169
2018,25978
2019,26644
2020,29992
2021,31862
1950,26
1951,26
1952,23
1953,24
1954,23
1955,23
1956,24
1957,24
1958,24
1959,26
1960,28
1961,30
1962,29
1963,28
1964,29
1965,34
1966,32
1967,32
1968,34
1969,33
1970,31
1971,34
1972,36
1973,36
1974,37
1975,38
1976,39
1977,43
1978,46
1979,51
1980,57
1981,59
1982,57
1983,60
1984,65
1985,71
1986,77
1987,83
1988,84
1989,93
1990,102
1991,113
1992,117
1993,124
1994,126
1995,127
1996,124
1997,117
1998,122
1999,108
2000,115
2001,117
2002,116
2003,127
2004,130
2005,121
2006,121
2007,132
2008,136
2009,147
2010,160
2011,177
2012,183
2013,172
2014,155
2015,163
2016,182
2017,224
2018,240
2019,250
2020,296
2021,339
1950,40015
1951,40518
1952,36877
1953,35558
1954,34896
1955,32912
1956,32761
1957,35633
1958,31987
1959,34064
1960,31645
1961,31347
1962,34423
1963,33040
1964,32863
1965,35894
1966,36311
1967,35406
1968,38098
1969,40651
1970,42219
1971,42800
1972,41489
1973,43841
1974,45000
1975,45281
1976,45474
1977,47229
1978,47802
1979,47837
1980,50604
1981,49647
1982,50447
1983,52455
1984,51745
1985,52482
1986,53216
1987,51991
1988,52501
1989,53898
1990,54643
1991,54628
1992,53452
1993,52674
1994,51355
1995,52630
1996,51201
1997,52129
1998,53163
1999,52424
2000,52743
2001,51962
2002,51427
2003,52179
2004,51812
2005,53452
2006,53227
2007,53784
2008,53021
2009,52846
2010,53387
2011,51846
2012,52415
2013,52078
2014,51405
2015,53749
2016,52302
2017,53877
2018,54236
2019,53137
2020,59217
2021,72471
1950,20960
1951,20829
1952,19419
1953,18983
1954,18167
1955,18358
1956,17880
1957,17576
1958,16658
1959,16817
1960,16835
1961,16740
1962,16854
1963,16793
1964,16935
1965,16890
1966,16713
1967,16976
1968,17324
1969,17657
1970,17642
1971,18156
1972,17935
1973,18189
1974,18282
1975,18559
1976,18777
1977,18898
1978,19104
1979,19290
1980,19674
1981,19550
1982,19970
1983,21361
1984,20733
1985,20379
1986,19888
1987,20076
1988,19273
1989,18832
1990,18733
1991,19485
1992,19386
1993,20013
1994,19300
1995,18880
1996,18503
1997,18778
1998,18881
1999,18696
2000,18334
2001,18192
2002,18366
2003,19103
2004,18229
2005,18445
2006,17865
2007,18268
2008,18020
2009,18491
2010,18364
2011,18495
2012,19056
2013,19183
2014,18812
2015,19715
2016,19650
2017,20476
2018,20534
2019,20599
2020,24030
2021,22948
1950,402924
1951,407088
1952,398429
1953,393944
1954,389122
1955,384790
1956,382817
1957,381661
1958,380983
1959,380616
1960,379751
1961,380277
1962,380146
1963,388840
1964,380441
1965,382234
1966,377799
1967,375859
1968,375454
1969,374146
1970,372488
1971,371780
1972,372076
1973,370667
1974,369773
1975,379752
1976,380513
1977,384795
1978,390660
1979,395251
1980,392295
1981,394598
1982,395384
1983,397196
1984,398111
1985,400253
1986,401367
1987,402112
1988,405042
1989,403386
1990,407181
1991,409871
1992,412658
1993,415248
1994,419766
1995,421788
1996,423749
1997,427385
1998,431656
1999,433096
2000,427990
2001,432578
2002,437342
2003,441115
2004,450580
2005,446636
2006,450217
2007,454329
2008,458521
2009,461579
2010,556007
2011,471782
2012,474879
2013,479772
2014,486988
2015,494167
2016,503075
2017,511877
2018,522115
2019,530095
2020,553881
2021,633128
1950,2606
1951,2536
1952,2505
1953,2472
1954,2455
1955,2432
1956,2643
1957,2366
1958,2338
1959,2315
1960,2282
1961,2291
1962,2283
1963,2274
1964,2260
1965,2246
1966,2229
1967,2216
1968,2172
1969,2141
1970,2121
1971,2116
1972,2069
1973,2027
1974,1991
1975,2161
1976,1919
1977,1937
1978,1868
1979,1864
1980,1869
1981,1881
1982,1896
1983,1924
1984,1955
1985,1981
1986,2121
1987,2039
1988,2063
1989,2093
1990,2125
1991,2160
1992,2197
1993,2237
1994,2272
1995,2315
1996,2354
1997,2402
1998,2449
1999,2502
2000,2560
2001,2615
2002,2667
2003,2722
2004,2770
2005,2821
2006,2870
2007,2968
2008,2958
2009,3024
2010,3041
2011,3076
2012,3110
2013,3162
2014,3235
2015,3227
2016,3255
2017,3293
2018,3335
2019,3372
2020,3515
2021,3561
1950,49555
1951,51484
1952,52751
1953,53876
1954,54896
1955,55877
1956,56832
1957,57788
1958,58745
1959,59670
1960,60662
1961,61907
1962,62683
1963,63710
1964,64816
1965,65840
1966,66971
1967,68123
1968,69337
1969,70594
1970,71911
1971,73286
1972,74644
1973,76082
1974,85619
1975,86447
1976,87327
1977,81625
1978,84201
1979,93306
1980,106331
1981,110260
1982,107067
1983,109139
1984,111503
1985,116889
1986,121280
1987,124044
1988,150768
1989,131486
1990,128309
1991,283787
1992,251325
1993,100634
1994,110873
1995,113099
1996,119101
1997,124434
1998,126940
1999,132858
2000,137220
2001,142147
2002,147540
2003,153095
2004,158849
2005,163301
2006,168437
2007,172765
2008,173583
2009,171930
2010,185415
2011,183961
2012,169183
2013,168641
2014,170499
2015,171470
2016,174722
2017,176555
2018,176175
2019,176232
2020,188459
2021,198038
1950,279631
1951,276519
1952,272059
1953,267248
1954,260160
1955,252627
1956,246627
1957,240801
1958,236926
1959,233310
1960,232405
1961,234305
1962,237924
1963,242176
1964,246525
1965,250816
1966,256185
1967,261255
1968,266173
1969,270353
1970,273496
1971,276652
1972,280088
1973,281733
1974,283615
1975,285288
1976,285368
1977,285109
1978,285355
1979,287032
1980,288820
1981,288267
1982,288350
1983,289001
1984,291481
1985,293713
1986,296161
1987,303757
1988,306723
1989,314345
1990,319227
1991,327908
1992,332033
1993,342790
1994,356414
1995,369071
1996,388444
1997,405333
1998,428229
1999,451828
2000,476555
2001,513557
2002,561305
2003,608547
2004,628420
2005,645838
2006,654889
2007,648440
2008,634342
2009,610904
2010,582529
2011,555206
2012,530829
2013,526045
2014,514865
2015,514293
2016,507232
2017,498721
2018,502601
2019,500327
2020,553914
2021,678798
1950,988622
1951,764626
1952,511016
1953,439256
1954,373252
1955,351891
1956,338327
1957,331469
1958,332289
1959,328862
1960,326808
1961,325881
1962,323286
1963,321324
1964,307362
1965,294509
1966,279209
1967,258412
1968,259158
1969,258477
1970,261598
1971,258740
1972,258255
1973,257041
1974,255800
1975,255831
1976,255704
1977,268786
1978,261878
1979,246518
1980,267925
1981,232596
1982,244755
1983,261132
1984,242816
1985,247294
1986,246614
1987,252275
1988,246352
1989,246133
1990,234766
1991,235594
1992,234518
1993,237023
1994,239551
1995,241909
1996,244082
1997,239230
1998,238073
1999,236464
2000,236180
2001,228813
2002,233316
2003,244333
2004,245302
2005,244811
2006,243726
2007,247132
2008,246689
2009,247059
2010,256016
2011,258515
2012,268323
2013,268315
2014,268729
2015,278713
2016,283680
2017,288350
2018,302318
2019,308519
2020,321110
2021,334677
1950,83039
1951,82257
1952,81970
1953,81691
1954,81892
1955,82892
1956,86344
1957,90372
1958,103696
1959,104367
1960,104977
1961,105986
1962,106628
1963,110862
1964,96417
1965,112994
1966,129555
1967,129141
1968,129022
1969,133741
1970,133469
1971,111224
1972,112135
1973,97686
1974,99900
1975,101351
1976,103228
1977,103689
1978,104699
1979,105855
1980,106189
1981,107010
1982,108005
1983,125283
1984,142093
1985,144147
1986,145951
1987,232341
1988,362132
1989,161923
1990,161640
1991,164776
1992,226229
1993,229146
1994,107751
1995,173177
1996,174769
1997,172279
1998,316924
1999,119903
2000,112979
2001,113362
2002,114482
2003,106344
2004,106396
2005,106554
2006,107621
2007,107662
2008,108996
2009,111975
2010,111744
2011,117750
2012,118173
2013,123336
2014,131592
2015,124768
2016,125435
2017,120970
2018,111513
2019,109984
2020,114527
2021,118956
1950,310451
1951,327386
1952,277036
1953,278249
1954,264397
1955,275345
1956,290621
1957,295264
1958,261010
1959,269666
1960,270174
1961,262841
1962,277404
1963,282141
1964,273266
1965,273446
1966,275066
1967,279466
1968,281985
1969,302292
1970,284846
1971,306754
1972,284217
1973,300203
1974,299112
1975,296718
1976,297814
1977,292796
1978,294919
1979,289760
1980,287498
1981,292136
1982,284895
1983,301015
1984,297909
1985,311467
1986,308624
1987,307663
1988,317101
1989,322918
1990,331236
1991,335723
1992,329353
1993,337577
1994,335310
1995,343049
1996,348349
1997,346597
1998,357409
1999,368015
2000,357583
2001,356716
2002,365172
2003,381075
2004,368567
2005,384161
2006,368414
2007,382309
2008,383718
2009,383049
2010,380417
2011,385365
2012,401253
2013,388671
2014,393997
2015,420377
2016,408659
2017,422287
2018,425324
2019,416467
2020,493075
2021,454123
1950,152260
1951,147377
1952,142696
1953,137927
1954,133452
1955,131593
1956,127677
1957,124265
1958,119680
1959,114021
1960,108578
1961,105368
1962,103718
1963,103272
1964,103191
1965,101633
1966,100429
1967,99498
1968,99455
1969,99610
1970,94057
1971,92065
1972,94657
1973,95985
1974,97403
1975,98258
1976,99149
1977,101524
1978,98076
1979,97635
1980,96865
1981,95973
1982,95036
1983,94555
1984,93258
1985,93921
1986,93732
1987,96458
1988,98736
1989,113090
1990,102009
1991,106127
1992,103788
1993,103282
1994,107901
1995,115531
1996,118778
1997,122998
1998,126493
1999,124622
2000,152525
2001,150668
2002,150312
2003,149987
2004,184233
2005,147508
2006,150680
2007,153324
2008,157683
2009,184037
2010,152389
2011,153831
2012,151293
2013,150208
2014,148541
2015,149258
2016,148079
2017,151498
2018,152188
2019,153431
2020,153533
2021,160593
1950,113700
1951,116236
1952,117508
1953,119319
1954,121277
1955,123014
1956,126885
1957,132317
1958,147132
1959,148511
1960,150638
1961,152393
1962,155069
1963,166595
1964,152948
1965,172441
1966,192691
1967,195248
1968,197986
1969,206173
1970,209172
1971,186456
1972,189491
1973,173231
1974,177315
1975,182793
1976,189075
1977,194982
1978,204381
1979,211686
1980,217179
1981,224835
1982,231907
1983,323315
1984,345038
1985,346906
1986,281919
1987,392741
1988,531852
1989,314984
1990,314494
1991,312966
1992,376906
1993,370424
1994,247415
1995,307660
1996,309168
1997,307606
1998,370891
1999,265350
2000,255520
2001,258321
2002,258287
2003,273525
2004,298167
2005,297432
2006,264212
2007,259668
2008,269147
2009,256963
2010,259386
2011,260865
2012,257914
2013,265650
2014,264089
2015,267594
2016,274318
2017,273132
2018,278993
2019,284869
2020,296441
2021,310515
1950,3823
1951,3599
1952,3554
1953,3500
1954,3442
1955,3384
1956,3333
1957,3299
1958,3260
1959,3235
1960,3232
1961,3238
1962,3244
1963,3430
1964,3605
1965,3741
1966,3736
1967,3731
1968,3744
1969,3764
1970,3790
1971,3865
1972,3910
1973,3853
1974,3811
1975,3757
1976,3711
1977,3670
1978,3627
1979,3600
1980,3587
1981,3503
1982,3423
1983,3372
1984,3304
1985,3270
1986,3298
1987,3273
1988,3234
1989,3163
1990,3148
1991,3115
1992,3089
1993,3044
1994,2997
1995,3028
1996,3079
1997,3204
1998,3372
1999,3570
2000,3734
2001,3937
2002,4137
2003,4350
2004,4344
2005,4244
2006,4158
2007,4065
2008,3984
2009,3891
2010,3886
2011,3989
2012,4144
2013,4280
2014,4359
2015,4156
2016,4039
2017,3923
2018,4013
2019,4238
2020,4273
2021,5315
1950,70199
1951,69766
1952,68288
1953,69532
1954,68976
1955,68704
1956,70167
1957,73016
1958,71018
1959,70785
1960,75085
1961,73583
1962,76869
1963,76613
1964,76754
1965,78217
1966,78503
1967,79858
1968,82507
1969,83399
1970,80035
1971,82642
1972,83964
1973,85612
1974,86364
1975,88206
1976,90724
1977,88205
1978,89614
1979,91061
1980,91785
1981,92038
1982,90745
1983,90779
1984,90465
1985,94119
1986,93354
1987,93358
1988,96661
1989,92093
1990,95127
1991,95144
1992,94684
1993,96863
1994,91639
1995,93849
1996,93933
1997,93180
1998,93286
1999,94721
2000,93378
2001,93791
2002,95017
2003,92836
2004,90564
2005,91915
2006,91165
2007,91718
2008,91401
2009,90125
2010,90603
2011,89861
2012,91829
2013,90277
2014,88898
2015,90926
2016,90930
2017,91854
2018,92179
2019,88702
2020,98316
2021,92278
1950,47303
1951,49891
1952,47586
1953,49620
1954,49071
1955,50266
1956,51537
1957,51015
1958,49201
1959,50048
1960,52093
1961,50947
1962,55060
1963,57010
1964,53577
1965,55500
1966,55746
1967,55057
1968,57323
1969,57933
1970,57071
1971,57794
1972,56417
1973,56931
1974,56350
1975,55947
1976,57181
1977,55631
1978,57762
1979,57460
1980,59070
1981,59754
1982,59153
1983,60797
1984,58539
1985,59536
1986,60114
1987,59549
1988,60629
1989,60835
1990,63756
1991,62611
1992,62297
1993,62529
1994,62041
1995,63386
1996,62741
1997,62875
1998,62596
1999,62637
2000,62523
2001,61256
2002,61706
2003,63090
2004,60168
2005,61062
2006,60250
2007,61123
2008,61184
2009,62568
2010,62650
2011,61992
2012,64008
2013,65070
2014,63794
2015,67634
2016,64852
2017,66996
2018,67281
2019,67786
2020,75992
2021,69734
1950,91700
1951,91853
1952,91362
1953,90438
1954,87802
1955,85096
1956,83045
1957,80713
1958,78870
1959,76950
1960,75233
1961,73645
1962,72727
1963,71769
1964,70844
1965,70305
1966,70071
1967,69760
1968,68378
1969,67383
1970,66730
1971,65367
1972,64897
1973,68705
1974,63379
1975,63220
1976,63203
1977,64798
1978,59760
1979,59736
1980,60019
1981,68428
1982,82910
1983,57863
1984,55445
1985,57228
1986,56936
1987,57847
1988,57622
1989,58405
1990,59390
1991,59721
1992,60205
1993,62152
1994,64083
1995,64499
1996,66541
1997,68612
1998,70963
1999,71759
2000,72012
2001,69601
2002,70276
2003,69988
2004,72079
2005,72918
2006,72078
2007,74566
2008,80708
2009,80361
2010,82765
2011,89900
2012,148222
2013,173344
2014,167708
2015,143047
2016,133145
2017,115420
2018,105952
2019,99931
2020,103032
2021,108607
1950,84552
1951,85554
1952,85709
1953,85614
1954,86001
1955,83967
1956,82965
1957,82153
1958,80902
1959,78847
1960,78134
1961,78523
1962,77441
1963,75655
1964,73498
1965,71712
1966,73392
1967,74565
1968,75321
1969,71830
1970,67592
1971,68908
1972,69597
1973,71750
1974,71759
1975,71827
1976,73287
1977,75918
1978,76560
1979,80102
1980,82177
1981,85099
1982,85915
1983,89484
1984,88745
1985,90317
1986,93831
1987,95051
1988,100976
1989,102725
1990,104626
1991,105523
1992,109883
1993,111254
1994,114270
1995,120230
1996,121787
1997,122010
1998,124758
1999,127345
2000,126381
2001,127257
2002,128216
2003,131314
2004,135141
2005,140688
2006,137263
2007,140816
2008,144420
2009,143563
2010,145178
2011,152856
2012,153791
2013,152517
2014,159945
2015,159321
2016,167228
2017,167361
2018,166272
2019,170083
2020,172149
2021,176533
1950,24286
1951,25599
1952,26853
1953,28138
1954,29364
1955,30457
1956,31650
1957,32810
1958,33780
1959,34616
1960,35437
1961,36065
1962,36695
1963,37131
1964,37406
1965,37686
1966,37933
1967,38100
1968,38243
1969,38403
1970,38740
1971,38861
1972,38948
1973,39210
1974,39198
1975,39433
1976,39960
1977,40682
1978,41618
1979,42753
1980,44187
1981,45498
1982,46208
1983,47217
1984,47874
1985,48437
1986,49324
1987,50093
1988,50343
1989,51304
1990,52655
1991,54618
1992,72031
1993,77832
1994,64679
1995,59438
1996,59638
1997,55903
1998,52514
1999,49275
2000,47362
2001,45966
2002,44521
2003,43280
2004,42855
2005,42465
2006,42148
2007,42782
2008,42719
2009,43070
2010,45345
2011,45315
2012,45436
2013,45350
2014,45966
2015,46344
2016,46502
2017,46184
2018,45802
2019,45238
2020,58418
2021,44345
1950,167586
1951,170393
1952,174245
1953,178141
1954,182013
1955,186442
1956,191099
1957,195774
1958,200639
1959,205721
1960,210777
1961,215986
1962,221174
1963,226123
1964,230766
1965,235256
1966,239151
1967,242800
1968,244877
1969,247928
1970,252262
1971,257005
1972,262155
1973,265625
1974,271787
1975,277104
1976,281251
1977,284626
1978,289190
1979,291946
1980,297366
1981,302727
1982,310878
1983,319775
1984,329306
1985,337443
1986,345020
1987,352660
1988,360468
1989,369061
1990,380087
1991,390696
1992,403691
1993,413610
1994,426468
1995,439605
1996,450245
1997,459741
1998,464247
1999,458698
2000,456859
2001,451766
2002,447113
2003,436986
2004,433364
2005,429886
2006,427568
2007,424318
2008,422193
2009,415234
2010,401185
2011,391927
2012,382148
2013,375229
2014,368740
2015,365045
2016,361473
2017,360022
2018,359085
2019,360222
2020,381393
2021,395720
1950,417015
1951,415020
1952,413582
1953,414252
1954,410403
1955,407441
1956,405818
1957,404220
1958,405111
1959,402891
1960,391987
1961,381660
1962,384783
1963,387122
1964,384641
1965,381794
1966,381235
1967,380777
1968,380631
1969,375652
1970,369462
1971,362677
1972,360229
1973,353651
1974,347996
1975,342433
1976,336727
1977,336505
1978,337052
1979,336933
1980,332147
1981,330480
1982,328202
1983,325063
1984,316927
1985,310818
1986,305499
1987,296854
1988,302039
1989,304766
1990,309013
1991,314636
1992,321756
1993,328963
1994,336655
1995,354185
1996,350051
1997,342155
1998,344686
1999,363039
2000,380684
2001,387073
2002,393681
2003,403132
2004,418808
2005,415962
2006,399859
2007,408809
2008,416439
2009,422595
2010,430364
2011,439101
2012,446746
2013,455271
2014,463360
2015,472520
2016,480792
2017,488817
2018,499760
2019,509091
2020,519058
2021,567168
1950,34803
1951,35180
1952,35468
1953,35681
1954,36014
1955,36298
1956,36440
1957,36684
1958,36900
1959,37015
1960,37196
1961,37456
1962,37644
1963,37930
1964,38081
1965,38509
1966,39029
1967,39733
1968,40572
1969,41570
1970,42337
1971,42907
1972,43239
1973,43414
1974,43536
1975,43422
1976,43324
1977,43427
1978,43416
1979,43285
1980,43351
1981,43429
1982,43682
1983,44205
1984,44616
1985,45195
1986,45818
1987,46357
1988,46970
1989,48033
1990,49259
1991,50677
1992,51814
1993,53241
1994,51075
1995,53301
1996,55008
1997,56450
1998,57897
1999,58579
2000,59569
2001,60740
2002,60923
2003,61369
2004,62925
2005,63273
2006,64040
2007,65155
2008,66287
2009,67136
2010,67886
2011,67366
2012,68350
2013,67792
2014,68805
2015,68513
2016,69679
2017,69148
2018,70551
2019,69792
2020,71077
2021,70622
1950,22
1951,22
1952,21
1953,21
1954,21
1955,20
1956,20
1957,20
1958,20
1959,20
1960,20
1961,20
1962,20
1963,20
1964,20
1965,19
1966,19
1967,19
1968,18
1969,18
1970,17
1971,17
1972,16
1973,16
1974,16
1975,16
1976,16
1977,16
1978,15
1979,15
1980,15
1981,14
1982,14
1983,14
1984,14
1985,14
1986,13
1987,13
1988,13
1989,13
1990,13
1991,13
1992,13
1993,13
1994,13
1995,13
1996,13
1997,13
1998,13
1999,13
2000,13
2001,13
2002,13
2003,13
2004,13
2005,13
2006,12
2007,12
2008,13
2009,13
2010,13
2011,13
2012,13
2013,13
2014,13
2015,13
2016,13
2017,12
2018,13
2019,13
2020,13
2021,14
1950,731
1951,732
1952,729
1953,726
1954,724
1955,723
1956,722
1957,722
1958,723
1959,723
1960,725
1961,726
1962,720
1963,716
1964,711
1965,704
1966,695
1967,689
1968,674
1969,656
1970,641
1971,630
1972,624
1973,623
1974,619
1975,625
1976,631
1977,641
1978,641
1979,643
1980,646
1981,649
1982,662
1983,659
1984,664
1985,668
1986,671
1987,675
1988,677
1989,680
1990,683
1991,682
1992,684
1993,686
