Year,Births
1995,114343
1996,113259
1997,111950
1998,110634
1999,109606
2000,108912
2001,119013
2002,122940
2003,127341
2004,132261
2005,137581
2006,141982
2007,143902
2008,145522
2009,146965
2010,152900
2011,158156
2012,128679
2013,130727
2014,133626
2015,131429
2016,129300
2017,126808
2018,124833
2019,123055
2020,121777
2021,120072
1950,290
1951,288
1952,287
1953,286
1954,286
1955,286
1956,289
1957,294
1958,300
1959,307
1960,316
1961,331
1962,348
1963,367
1964,391
1965,414
1966,408
1967,378
1968,349
1969,352
1970,359
1971,362
1972,362
1973,365
1974,366
1975,368
1976,378
1977,387
1978,389
1979,343
1980,357
1981,364
1982,351
1983,341
1984,342
1985,345
1986,343
1987,355
1988,361
1989,370
1990,379
1991,387
1992,383
1993,377
1994,379
1995,379
1996,404
1997,419
1998,422
1999,427
2000,421
2001,404
2002,383
2003,353
2004,366
2005,370
2006,351
2007,344
2008,345
2009,394
2010,335
2011,384
2012,350
2013,336
2014,361
2015,328
2016,365
2017,339
2018,368
2019,352
2020,355
2021,358
1950,59673
1951,59858
1952,59416
1953,59157
1954,59418
1955,60192
1956,61393
1957,62817
1958,63621
1959,63290
1960,63521
1961,63249
1962,60760
1963,58377
1964,56842
1965,55483
1966,55370
1967,55250
1968,55595
1969,56047
1970,57059
1971,57332
1972,55819
1973,53137
1974,52994
1975,52918
1976,53274
1977,53518
1978,53431
1979,53687
1980,53662
1981,54271
1982,55236
1983,59497
1984,59985
1985,60987
1986,62532
1987,61917
1988,59178
1989,58014
1990,58994
1991,58025
1992,56177
1993,49485
1994,44437
1995,43087
1996,41092
1997,39808
1998,39054
1999,38357
2000,35951
2001,32674
2002,31010
2003,31055
2004,30729
2005,30556
2006,30621
2007,30808
2008,31900
2009,32220
2010,31469
2011,31715
2012,31961
2013,31224
2014,31360
2015,32015
2016,31174
2017,29600
2018,29026
2019,28075
2020,27494
2021,26862
1950,5634883
1951,5531453
1952,5633485
1953,5783457
1954,5927327
1955,6061905
1956,6173543
1957,6380175
1958,6521736
1959,6598741
1960,6755003
1961,6883884
1962,7078129
1963,7279982
1964,7457821
1965,7652430
1966,7874510
1967,8128052
1968,8318743
1969,8539708
1970,8751216
1971,8957896
1972,9181889
1973,9294084
1974,9482387
1975,9710890
1976,9926957
1977,10178398
1978,10428940
1979,10767095
1980,11034298
1981,11215364
1982,11410198
1983,11719790
1984,12032079
1985,12378892
1986,12682128
1987,12977789
1988,13247695
1989,13519273
1990,13828272
1991,14105760
1992,14412566
1993,14835309
1994,15157656
1995,15580203
1996,15908506
1997,16185456
1998,16426502
1999,16780686
2000,17092878
2001,17393550
2002,17719872
2003,18101576
2004,18482196
2005,18854554
2006,19297540
2007,19744100
2008,20108140
2009,20492842
2010,20861534
2011,21208572
2012,21540240
2013,21810938
2014,22074554
2015,22401462
2016,22729768
2017,23116792
2018,23534174
2019,24029004
2020,24471628
2021,24912798
1950,34347640
1951,35110780
1952,36166660
1953,37017428
1954,38000532
1955,38745860
1956,39584224
1957,40528068
1958,41339260
1959,42120624
1960,43026256
1961,43683070
1962,44690412
1963,45477650
1964,46224330
1965,46881064
1966,47476744
1967,48172260
1968,48880430
1969,49623052
1970,50487932
1971,51468260
1972,52313350
1973,53206412
1974,54016830
1975,54693816
1976,55690760
1977,56386250
1978,57391890
1979,58644350
1980,59918388
1981,61146240
1982,62314468
1983,63267828
1984,64122656
1985,64548944
1986,65288840
1987,65532344
1988,65931390
1989,66225944
1990,66342852
1991,66900310
1992,67083640
1993,67003630
1994,67144980
1995,67150650
1996,67142136
1997,67321100
1998,67526540
1999,67804250
2000,68476550
2001,69245450
2002,69491300
2003,69501090
2004,69613410
2005,69563990
2006,69644660
2007,70188740
2008,70605270
2009,71035064
2010,71253440
2011,71514920
2012,71772910
2013,71880180
2014,71288180
2015,71330140
2016,71229250
2017,70700424
2018,70702220
2019,70075670
2020,69707220
2021,69752000
1950,4404
1951,4543
1952,4925
1953,4962
1954,5109
1955,5073
1956,4931
1957,5023
1958,5007
1959,5053
1960,5068
1961,5071
1962,4961
1963,5073
1964,5192
1965,5258
1966,5175
1967,4949
1968,4690
1969,4472
1970,4378
1971,4348
1972,4030
1973,3775
1974,3842
1975,3863
1976,3808
1977,3940
1978,4002
1979,4086
1980,4197
1981,4393
1982,4287
1983,4179
1984,4176
1985,4124
1986,4264
1987,4253
1988,4598
1989,4649
1990,4885
1991,4973
1992,5091
1993,5288
1994,5383
1995,5400
1996,5601
1997,5451
1998,5352
1999,5495
2000,5550
2001,5419
2002,5314
2003,5248
2004,5386
2005,5295
2006,5424
2007,5392
2008,5483
2009,5562
2010,5755
2011,5546
2012,5904
2013,5993
2014,5960
2015,5992
2016,5966
2017,6068
2018,6160
2019,6167
2020,6469
2021,6589
1950,9602
1951,9461
1952,9074
1953,8652
1954,8209
1955,7716
1956,7217
1957,6725
1958,6341
1959,5928
1960,5685
1961,5108
1962,4929
1963,4830
1964,4611
1965,4295
1966,3945
1967,3570
1968,3154
1969,2823
1970,2604
1971,2527
1972,2505
1973,2538
1974,2584
1975,2652
1976,2724
1977,2899
1978,3104
1979,3476
1980,3937
1981,4385
1982,5029
1983,5691
1984,6208
1985,6673
1986,6825
1987,6833
1988,6786
1989,6984
1990,6956
1991,6757
1992,6583
1993,6217
1994,5920
1995,5532
1996,5116
1997,4695
1998,4290
1999,3927
2000,3594
2001,3301
2002,3161
2003,3178
2004,3267
2005,3487
2006,3761
2007,4090
2008,4387
2009,4769
2010,5275
2011,5934
2012,6564
2013,6823
2014,7147
2015,7122
2016,7120
2017,6903
2018,6867
2019,6784
2020,6802
2021,6921
1950,192166
1951,196465
1952,200990
1953,205763
1954,210754
1955,215701
1956,220764
1957,225863
1958,230905
1959,235587
1960,240224
1961,244855
1962,249750
1963,254978
1964,260930
1965,266784
1966,275391
1967,284182
1968,294024
1969,304565
1970,316511
1971,331385
1972,340834
1973,348544
1974,356265
1975,364287
1976,373233
1977,382748
1978,392018
1979,400196
1980,406483
1981,412312
1982,421934
1983,430642
1984,441526
1985,453489
1986,463480
1987,480562
1988,495107
1989,510459
1990,528568
1991,543817
1992,559627
1993,577315
1994,595264
1995,612945
1996,626788
1997,638274
1998,645260
1999,652512
2000,655449
2001,665369
2002,672895
2003,685457
2004,698684
2005,714551
2006,730792
2007,746153
2008,760188
2009,776080
2010,783282
2011,783591
2012,787102
2013,794968
2014,801103
2015,814367
2016,835638
2017,850058
2018,861570
2019,872971
2020,884817
2021,895045
1950,145030
1951,148897
1952,153110
1953,157446
1954,160021
1955,165054
1956,170268
1957,175862
1958,181376
1959,187413
1960,193012
1961,199200
1962,205273
1963,211508
1964,215775
1965,221064
1966,227031
1967,233308
1968,239385
1969,244184
1970,249173
1971,254359
1972,260226
1973,265909
1974,271991
1975,279124
1976,286965
1977,295568
1978,304796
1979,315480
1980,328701
1981,339480
1982,350720
1983,360617
1984,370167
1985,382221
1986,393354
1987,403977
1988,423163
1989,438550
1990,454157
1991,466557
1992,476987
1993,487917
1994,484233
1995,470085
1996,475895
1997,485740
1998,496726
1999,505525
2000,510145
2001,520411
2002,532093
2003,545608
2004,558882
2005,573485
2006,582845
2007,589088
2008,593115
2009,598085
2010,601115
2011,604469
2012,604738
2013,606818
2014,606439
2015,605977
2016,606249
2017,614279
2018,623309
2019,634083
2020,644116
2021,653703
1950,264724
1951,272272
1952,279256
1953,287127
1954,295066
1955,303591
1956,312479
1957,320666
1958,326070
1959,330800
1960,335697
1961,339887
1962,343335
1963,345354
1964,344404
1965,342488
1966,339627
1967,336100
1968,338459
1969,341893
1970,346380
1971,349991
1972,354480
1973,365849
1974,370287
1975,374846
1976,379625
1977,385580
1978,392244
1979,400377
1980,410866
1981,422453
1982,433310
1983,443619
1984,453202
1985,459108
1986,465683
1987,468432
1988,474030
1989,474447
1990,487430
1991,502442
1992,516276
1993,527146
1994,537044
1995,543628
1996,548656
1997,548238
1998,542296
1999,537935
2000,526694
2001,504380
2002,482441
2003,475890
2004,463480
2005,456802
2006,456227
2007,460159
2008,478104
2009,487724
2010,487287
2011,502842
2012,509469
2013,518237
2014,529122
2015,530604
2016,525164
2017,522299
2018,517161
2019,510563
2020,511406
2021,511313
1950,3083
1951,3224
1952,3366
1953,3522
1954,3681
1955,3855
1956,4028
1957,4212
1958,4388
1959,4557
1960,4762
1961,4893
1962,5031
1963,5138
1964,5231
1965,5300
1966,5435
1967,5580
1968,5694
1969,5809
1970,5944
1971,6054
1972,6178
1973,6395
1974,6567
1975,6700
1976,6899
1977,7119
1978,7321
1979,7511
1980,7712
1981,7933
1982,8221
1983,8532
1984,8793
1985,9058
1986,9240
1987,9365
1988,9429
1989,9402
1990,9297
1991,9090
1992,8851
1993,8586
1994,8263
1995,7903
1996,7457
1997,6992
1998,6581
1999,6153
2000,5799
2001,5585
2002,5532
2003,5580
2004,5694
2005,5829
2006,6111
2007,6624
2008,7142
2009,7497
2010,7592
2011,7623
2012,7634
2013,7508
2014,7407
2015,7498
2016,7526
2017,7524
2018,7523
2019,7517
2020,7490
2021,7337
1950,245320
1951,246897
1952,248635
1953,250154
1954,251772
1955,253609
1956,256049
1957,258815
1958,261950
1959,266532
1960,270294
1961,273731
1962,277352
1963,280924
1964,284738
1965,289511
1966,294084
1967,298622
1968,303088
1969,306238
1970,310360
1971,315409
1972,320099
1973,326028
1974,331723
1975,338126
1976,344071
1977,350478
1978,357160
1979,365369
1980,371943
1981,378563
1982,382748
1983,387384
1984,393701
1985,398735
1986,404717
1987,407583
1988,413137
1989,416304
1990,418930
1991,430494
1992,436533
1993,442981
1994,451973
1995,454841
1996,464326
1997,477185
1998,491798
1999,513320
2000,530039
2001,548718
2002,568014
2003,588056
2004,611217
2005,633226
2006,649255
2007,666398
2008,684421
2009,704747
2010,724487
2011,742777
2012,761774
2013,770850
2014,787530
2015,804446
2016,820266
2017,838648
2018,856296
2019,872712
2020,891864
2021,912901
1950,8495
1951,8690
1952,8862
1953,9021
1954,9155
1955,9247
1956,9464
1957,9766
1958,9534
1959,9472
1960,9511
1961,8445
1962,8104
1963,7140
1964,6740
1965,5874
1966,5559
1967,5480
1968,5289
1969,5235
1970,5427
1971,5641
1972,5494
1973,5722
1974,5797
1975,6086
1976,6036
1977,6046
1978,5844
1979,5949
1980,5685
1981,5410
1982,5994
1983,5752
1984,5532
1985,5474
1986,5379
1987,5441
1988,5628
1989,5662
1990,5423
1991,5266
1992,5381
1993,5061
1994,4734
1995,4573
1996,5066
1997,4977
1998,4775
1999,4550
2000,4460
2001,4030
2002,3977
2003,4080
2004,3913
2005,3886
2006,3852
2007,3842
2008,4034
2009,4028
2010,3941
2011,4195
2012,4226
2013,4140
2014,4311
2015,4436
2016,4583
2017,4413
2018,4463
2019,4318
2020,4509
2021,4664
1950,606
1951,611
1952,623
1953,639
1954,659
1955,675
1956,687
1957,694
1958,694
1959,699
1960,720
1961,742
1962,766
1963,795
1964,827
1965,862
1966,899
1967,936
1968,985
1969,1048
1970,1115
1971,1169
1972,1208
1973,1252
1974,1305
1975,1363
1976,1420
1977,1473
1978,1524
1979,1572
1980,1614
1981,1664
1982,1718
1983,1773
1984,1826
1985,1875
1986,1919
1987,1956
1988,1969
1989,1971
1990,1957
1991,1950
1992,1940
1993,1938
1994,1939
1995,1931
1996,1920
1997,1910
1998,1912
1999,1919
2000,1920
2001,1920
2002,1912
2003,1908
2004,1902
2005,1889
2006,1867
2007,1831
2008,1777
2009,1713
2010,1631
2011,1542
2012,1455
2013,1369
2014,1284
2015,1205
2016,1134
2017,1072
2018,1008
2019,947
2020,887
2021,829
1950,9333
1951,9469
1952,9688
1953,9885
1954,10078
1955,10271
1956,10368
1957,10480
1958,10553
1959,10598
1960,10634
1961,10688
1962,10707
1963,10563
1964,10414
1965,10226
1966,10091
1967,9972
1968,9782
1969,9565
1970,9302
1971,8682
1972,8487
1973,7944
1974,7524
1975,6930
1976,6367
1977,6003
1978,5737
1979,5619
1980,5572
1981,5743
1982,5779
1983,5921
1984,6122
1985,6343
1986,6535
1987,6693
1988,6841
1989,7100
1990,7178
1991,7185
1992,7224
1993,7097
1994,7013
1995,6913
1996,6887
1997,6863
1998,6860
1999,6858
2000,6776
2001,6553
2002,6246
2003,6019
2004,5716
2005,5503
2006,5308
2007,5322
2008,5331
2009,5182
2010,4972
2011,4732
2012,4596
2013,4430
2014,4316
2015,4233
2016,4026
2017,3828
2018,3709
2019,3638
2020,3557
2021,3524
1950,29799
1951,30509
1952,31150
1953,31854
1954,32672
1955,33579
1956,34524
1957,35526
1958,36613
1959,37680
1960,38873
1961,40148
1962,41307
1963,42593
1964,43876
1965,45328
1966,46735
1967,48038
1968,49170
1969,50400
1970,51603
1971,52809
1972,54187
1973,55577
1974,57067
1975,58532
1976,60044
1977,61635
1978,63099
1979,64247
1980,66000
1981,67904
1982,69297
1983,70723
1984,72062
1985,73305
1986,74454
1987,75922
1988,77644
1989,80050
1990,81535
1991,84015
1992,86603
1993,92647
1994,94681
1995,97448
1996,96857
1997,97064
1998,98214
1999,100276
2000,101919
2001,103986
2002,104749
2003,106226
2004,108734
2005,111593
2006,114673
2007,117221
2008,120617
2009,122803
2010,125643
2011,129160
2012,132015
2013,134087
2014,136615
2015,138903
2016,141210
2017,143282
2018,146064
2019,147906
2020,150426
2021,153242
1950,22308
1951,22733
1952,23029
1953,23464
1954,23676
1955,23996
1956,24456
1957,25044
1958,25770
1959,26580
1960,27417
1961,27805
1962,27753
1963,27551
1964,27111
1965,26469
1966,25632
1967,24730
1968,23849
1969,23042
1970,22333
1971,22033
1972,21990
1973,22310
1974,22601
1975,22668
1976,23293
1977,23625
1978,23893
1979,23889
1980,23657
1981,23171
1982,22574
1983,22039
1984,21164
1985,19978
1986,18936
1987,19723
1988,20809
1989,21894
1990,22748
1991,22609
1992,23357
1993,22947
1994,22389
1995,21422
1996,21344
1997,20652
1998,19567
1999,20935
2000,20485
2001,20047
2002,20340
2003,19847
2004,19807
2005,19220
2006,18025
2007,17544
2008,16748
2009,15872
2010,15454
2011,15263
2012,15097
2013,13949
2014,13880
2015,13265
2016,13456
2017,13755
2018,13431
2019,13282
2020,13462
2021,13437
1950,1081
1951,1091
1952,1105
1953,1115
1954,1128
1955,1139
1956,1149
1957,1167
1958,1187
1959,1205
1960,1225
1961,1242
1962,1264
1963,1289
1964,1322
1965,1360
1966,1409
1967,1469
1968,1533
1969,1601
1970,1663
1971,1732
1972,1797
1973,1871
1974,1947
1975,2030
1976,2100
1977,2175
1978,2254
1979,2352
1980,2474
1981,2611
1982,2753
1983,2897
1984,3040
1985,3188
1986,3358
1987,3554
1988,3764
1989,3969
1990,4181
1991,4395
1992,4599
1993,4818
1994,5037
1995,5253
1996,5457
1997,5626
1998,5751
1999,5828
2000,5879
2001,5976
2002,6108
2003,6245
2004,6395
2005,6632
2006,6890
2007,7156
2008,7179
2009,7199
2010,7227
2011,7290
2012,7379
2013,7811
2014,8446
2015,9342
2016,10024
2017,10536
2018,10597
2019,10966
2020,10593
2021,10641
1950,1361891
1951,1398416
1952,1428240
1953,1457780
1954,1488663
1955,1514547
1956,1549076
1957,1585244
1958,1620561
1959,1659248
1960,1705473
1961,1752983
1962,1809520
1963,1866250
1964,1924617
1965,1976566
1966,2027653
1967,2074652
1968,2125576
1969,2172710
1970,2211372
1971,2248479
1972,2292583
1973,2330634
1974,2357977
1975,2369616
1976,2390285
1977,2401921
1978,2430983
1979,2414870
1980,2405133
1981,2410659
1982,2407183
1983,2404247
1984,2420375
1985,2439495
1986,2445913
1987,2417401
1988,2392783
1989,2397751
1990,2398877
1991,2417304
1992,2434473
1993,2443524
1994,2436369
1995,2421975
1996,2406303
1997,2381468
1998,2366195
1999,2376083
2000,2369103
2001,2361422
2002,2350590
2003,2339268
2004,2326284
2005,2312543
2006,2296928
2007,2286462
2008,2279101
2009,2273032
2010,2268110
2011,2273571
2012,2273326
2013,2267699
2014,2222905
2015,2159314
2016,2116264
2017,2081548
2018,2042458
2019,1965139
2020,1961267
2021,1882362
1950,1448
1951,1485
1952,1522
1953,1562
1954,1597
1955,1638
1956,1685
1957,1733
1958,1782
1959,1832
1960,1884
1961,1944
1962,2006
1963,2073
1964,2128
1965,2178
1966,2246
1967,2316
1968,2384
1969,2454
1970,2539
1971,2610
1972,2647
1973,2680
1974,2717
1975,2753
1976,2813
1977,2875
1978,2940
1979,3009
1980,3056
1981,3118
1982,3174
1983,3220
1984,3260
1985,3288
1986,3312
1987,3343
1988,3379
1989,3376
1990,3385
1991,3406
1992,3436
1993,3500
1994,3548
1995,3589
1996,3631
1997,3646
1998,3642
1999,3605
2000,3556
2001,3441
2002,3313
2003,3210
2004,3124
2005,3034
2006,2925
2007,2826
2008,2737
2009,2656
2010,2570
2011,2545
2012,2505
2013,2478
2014,2444
2015,2408
2016,2402
2017,2383
2018,2365
2019,2359
2020,2343
2021,2357
1950,69794
1951,72122
1952,74627
1953,77055
1954,79453
1955,81801
1956,84086
1957,86047
1958,87651
1959,88680
1960,88937
1961,87557
1962,83381
1963,79679
1964,74574
1965,73483
1966,72158
1967,71138
1968,70559
1969,70734
1970,72173
1971,74044
1972,76226
1973,78488
1974,80474
1975,81525
1976,82016
1977,82521
1978,82970
1979,84408
1980,85634
1981,87500
1982,90217
1983,94966
1984,97797
1985,96459
1986,98080
1987,97604
1988,90937
1989,82389
1990,78507
1991,74139
1992,71999
1993,68507
1994,64961
1995,59980
1996,56634
1997,57896
1998,54489
1999,51644
2000,49804
2001,48605
2002,47645
2003,49037
2004,51090
2005,50770
2006,51055
2007,51661
2008,53018
2009,54292
2010,53080
2011,50459
2012,48840
2013,47046
2014,49925
2015,49270
2016,47979
2017,44192
2018,42468
2019,40266
2020,38584
2021,38146
1950,398
1951,426
1952,380
1953,375
1954,371
1955,372
1956,375
1957,376
1958,376
1959,377
1960,379
1961,383
1962,388
1963,389
1964,391
1965,391
1966,390
1967,389
1968,387
1969,386
1970,384
1971,398
1972,396
1973,380
1974,359
1975,333
1976,319
1977,325
1978,322
1979,329
1980,347
1981,350
1982,347
1983,329
1984,335
1985,340
1986,347
1987,345
1988,347
1989,346
1990,347
1991,346
1992,340
1993,328
1994,329
1995,339
1996,342
1997,340
1998,349
1999,351
2000,362
2001,381
2002,353
2003,337
2004,339
2005,333
2006,339
2007,339
2008,350
2009,344
2010,342
2011,324
2012,330
2013,330
2014,346
2015,344
2016,349
2017,330
2018,339
2019,331
2020,324
2021,322
1950,31838
1951,32362
1952,33218
1953,34086
1954,35031
1955,36494
1956,38000
1957,39359
1958,40741
1959,42133
1960,43472
1961,45057
1962,46933
1963,48192
1964,49025
1965,49649
1966,50524
1967,50942
1968,51455
1969,51925
1970,52718
1971,53666
1972,54873
1973,56219
1974,57550
1975,58721
1976,59827
1977,61294
1978,62814
1979,63985
1980,65095
1981,66631
1982,68505
1983,70309
1984,72153
1985,73642
1986,74095
1987,75054
1988,75417
1989,74356
1990,73320
1991,70338
1992,65593
1993,60992
1994,58370
1995,56513
1996,54263
1997,52100
1998,50811
1999,50507
2000,50137
2001,49378
2002,48403
2003,47042
2004,46942
2005,47847
2006,51314
2007,55771
2008,60075
2009,63083
2010,63161
2011,66223
2012,70713
2013,75006
2014,77480
2015,78102
2016,76746
2017,74832
2018,75256
2019,75136
2020,73785
2021,71668
1950,12043
1951,13008
1952,13809
1953,14413
1954,14728
1955,14449
1956,14306
1957,14180
1958,13935
1959,13411
1960,13300
1961,13405
1962,13407
1963,13227
1964,12847
1965,12501
1966,12097
1967,11590
1968,11309
1969,11198
1970,11032
1971,11194
1972,11292
1973,11167
1974,10999
1975,10873
1976,10768
1977,10657
1978,10514
1979,10499
1980,10651
1981,10746
1982,10803
1983,10785
1984,10575
1985,10242
1986,10284
1987,10252
1988,9959
1989,9677
1990,9579
1991,9767
1992,9752
1993,9569
1994,9487
1995,9491
1996,9348
1997,9237
1998,9321
1999,9494
2000,9816
2001,8809
2002,8564
2003,8859
2004,8340
2005,8061
2006,8227
2007,8502
2008,8878
2009,9133
2010,7857
2011,7538
2012,7785
2013,7821
2014,7863
2015,7725
2016,7848
2017,7712
2018,7529
2019,7429
2020,7114
2021,6965
1950,464
1951,461
1952,452
1953,443
1954,466
1955,498
1956,478
1957,459
1958,441
1959,420
1960,399
1961,394
1962,396
1963,396
1964,389
1965,380
1966,368
1967,354
1968,336
1969,316
1970,296
1971,292
1972,293
1973,292
1974,286
1975,276
1976,266
1977,255
1978,244
1979,233
1980,223
1981,218
1982,246
1983,243
1984,240
1985,230
1986,211
1987,206
1988,202
1989,196
1990,188
1991,178
1992,166
1993,151
1994,134
1995,109
1996,85
1997,67
1998,44
1999,43
2000,42
2001,47
2002,39
2003,36
2004,39
2005,41
2006,42
2007,43
2008,43
2009,43
2010,43
2011,44
2012,46
2013,47
2014,48
2015,49
2016,49
2017,52
2018,33
2019,39
2020,42
2021,40
1950,18578928
1951,18480426
1952,18456634
1953,18369046
1954,18426636
1955,18419712
1956,18462842
1957,18535640
1958,18562236
1959,18601108
1960,18514118
1961,18429390
1962,18162398
1963,18015588
1964,17802124
1965,17281932
1966,16500525
1967,16940302
1968,16744439
1969,16727232
1970,16845186
1971,16827154
1972,16426947
1973,16173967
1974,16204256
1975,15940643
1976,15824560
1977,15823492
1978,15770335
1979,15873402
1980,15943158
1981,15779604
1982,15876666
1983,15827874
1984,15818443
1985,15791699
1986,15746499
1987,15785736
1988,15760038
1989,15507507
1990,15349922
1991,14942263
1992,14521448
1993,14048450
1994,13809299
1995,13460114
1996,13375728
1997,13234106
1998,13174308
1999,13079428
2000,13248293
2001,13142076
2002,13177306
2003,13324862
2004,13458268
2005,13493836
2006,13780247
2007,14052177
2008,14295156
2009,14201096
2010,14097399
2011,13928940
2012,13971737
2013,13802703
2014,13835365
2015,13759039
2016,13637787
2017,13152202
2018,12809355
2019,12435689
2020,12168269
2021,12158281
1950,457065
1951,472180
1952,489418
1953,505703
1954,521020
1955,536358
1956,550918
1957,564808
1958,577081
1959,588906
1960,600551
1961,609046
1962,622156
1963,623084
1964,629829
1965,637663
1966,646566
1967,654653
1968,660325
1969,667120
1970,680427
1971,693131
1972,705598
1973,714506
1974,721227
1975,733399
1976,739320
1977,744786
1978,751013
1979,760465
1980,775493
1981,790509
1982,800317
1983,796043
1984,787687
1985,780234
1986,773255
1987,757010
1988,738425
1989,721682
1990,719666
1991,728945
1992,722189
1993,703686
1994,692918
1995,683594
1996,679278
1997,676443
1998,669214
1999,653958
2000,650258
2001,644491
2002,645080
2003,646256
2004,647727
2005,651843
2006,659022
2007,665180
2008,672527
2009,687075
2010,695643
2011,708502
2012,711273
2013,715388
2014,706790
2015,705071
2016,684405
2017,686331
2018,676690
2019,666487
2020,656572
2021,650892
1950,276983
1951,280095
1952,283784
1953,287075
1954,290714
1955,294677
1956,298555
1957,303120
1958,307212
1959,314293
1960,321996
1961,329281
1962,337394
1963,344608
1964,350868
1965,357443
1966,364856
1967,371932
1968,379929
1969,388529
1970,396019
1971,403481
1972,413449
1973,426034
1974,440587
1975,456751
1976,474402
1977,493304
1978,515482
1979,539161
1980,559200
1981,562833
1982,570190
1983,580460
1984,592534
1985,601894
1986,612019
1987,620848
1988,613743
1989,615762
1990,619438
1991,625646
1992,632158
1993,640147
1994,659061
1995,693175
1996,711051
1997,735663
1998,749322
1999,764274
2000,778507
2001,791931
2002,805680
2003,824300
2004,834319
2005,847395
2006,860056
2007,875783
2008,910584
2009,942116
2010,970243
2011,988887
2012,1005848
2013,1023615
2014,1021485
2015,1041021
2016,1063303
2017,1089214
2018,1111300
2019,1131557
2020,1152789
2021,1174346
1950,808100
1951,820145
1952,832171
1953,845025
1954,857524
1955,867883
1956,879236
1957,891103
1958,899890
1959,908215
1960,916714
1961,926113
1962,937875
1963,948091
1964,959845
1965,973802
1966,983342
1967,995541
1968,1007343
1969,1018968
1970,1032334
1971,1045543
1972,1055963
1973,1065843
1974,1069376
1975,1077592
1976,1087501
1977,1096109
1978,1105088
1979,1116964
1980,1121809
1981,1128649
1982,1145170
1983,1161807
1984,1168898
1985,1152745
1986,1132958
1987,1112236
1988,1094196
1989,1101632
1990,1102427
1991,1100978
1992,1096350
1993,1092105
1994,1081909
1995,1072215
1996,1068293
1997,1059279
1998,1051400
1999,1045788
2000,1045990
2001,1058926
2002,1071438
2003,1053868
2004,1032975
2005,1016051
2006,1003930
2007,999522
2008,983686
2009,972718
2010,959728
2011,952059
2012,942751
2013,941290
2014,940644
2015,948358
2016,952050
2017,948906
2018,942093
2019,937752
2020,928106
2021,920395
1950,21728
1951,21977
1952,22214
1953,22489
1954,22717
1955,22946
1956,23189
1957,23482
1958,23808
1959,24203
1960,24721
1961,25321
1962,26034
1963,26776
1964,27500
1965,28295
1966,29124
1967,30014
1968,31007
1969,31991
1970,32980
1971,34088
1972,35199
1973,36387
1974,37483
1975,38503
1976,39379
1977,39855
1978,40369
1979,39353
1980,39909
1981,39608
1982,38860
1983,39842
1984,40924
1985,42018
1986,43402
1987,45051
1988,46841
1989,49215
1990,55497
1991,56733
1992,57046
1993,57009
1994,56512
1995,55453
1996,54460
1997,55143
1998,56446
1999,57293
2000,57037
2001,56361
2002,56077
2003,55982
2004,56374
2005,57065
2006,57754
2007,59063
2008,60753
2009,62421
2010,64014
2011,65777
2012,67459
2013,68215
2014,69037
2015,69517
2016,69953
2017,69888
2018,69909
2019,69686
2020,69444
2021,69486
1950,105
1951,103
1952,105
1953,107
1954,110
1955,112
1956,114
1957,116
1958,117
1959,118
1960,119
1961,118
1962,122
1963,134
1964,149
1965,163
1966,174
1967,168
1968,164
1969,169
1970,170
1971,166
1972,163
1973,161
1974,161
1975,162
1976,165
1977,170
1978,181
1979,184
1980,190
1981,195
1982,202
1983,198
1984,229
1985,246
1986,262
1987,277
1988,289
1989,300
1990,308
1991,315
1992,319
1993,317
1994,312
1995,309
1996,308
1997,305
1998,303
1999,302
2000,302
2001,301
2002,297
2003,295
2004,297
2005,302
2006,309
2007,321
2008,333
2009,346
2010,357
2011,363
2012,361
2013,359
2014,357
2015,357
2016,357
2017,355
2018,355
2019,355
2020,350
2021,346
1950,395211
1951,403507
1952,411101
1953,418017
1954,423529
1955,428038
1956,433384
1957,438297
1958,443860
1959,448756
1960,458470
1961,468095
1962,476301
1963,483479
1964,491861
1965,497849
1966,505226
1967,513427
1968,523466
1969,529475
1970,537320
1971,545585
1972,550594
1973,554447
1974,568451
1975,579183
1976,591981
1977,601242
1978,613861
1979,625121
1980,632269
1981,644634
1982,657773
1983,671597
1984,686416
1985,695258
1986,705502
1987,716532
1988,726491
1989,735007
1990,747765
1991,756828
1992,767535
1993,790885
1994,794755
1995,796593
1996,786599
1997,772556
1998,767905
1999,759764
2000,754096
2001,738862
2002,723810
2003,718536
2004,706746
2005,687259
2006,665728
2007,649628
2008,636509
2009,624997
2010,616815
2011,613876
2012,614607
2013,613309
2014,613674
2015,611231
2016,607431
2017,603251
2018,600218
2019,602436
2020,602598
2021,609790
1950,230580
1951,229444
1952,232054
1953,228050
1954,228535
1955,230005
1956,231473
1957,233722
1958,236753
1959,241987
1960,239541
1961,247318
1962,246079
1963,248351
1964,250230
1965,243187
1966,238363
1967,237852
1968,236856
1969,246723
1970,238961
1971,227323
1972,213955
1973,195403
1974,186050
1975,177928
1976,176576
1977,174449
1978,176248
1979,175263
1980,180086
1981,177364
1982,171820
1983,170230
1984,174158
1985,178130
1986,184218
1987,186356
1988,186872
1989,188867
1990,196948
1991,197913
1992,196638
1993,194904
1994,194528
1995,190529
1996,190609
1997,193709
1998,199171
1999,200527
2000,205284
2001,201175
2002,199824
2003,197455
2004,191627
2005,186278
2006,183894
2007,181207
2008,184057
2009,184218
2010,183521
2011,179554
2012,175828
2013,171902
2014,175767
2015,172266
2016,173668
2017,171027
